-2.296934195,5.590184894
-1.65945644,1.24998175
-7.111092286,6.943905141
-1.606369007,7.537952734
-3.573485276,5.751146084
-7.317217165,6.304180914
-6.050512468,6.201927277
-4.171829366,3.745589137
-1.297452152,5.588345231
-1.245780254,2.198306815
-6.896708428,5.942322616
-1.205850528,1.222829925
-1.299831362,2.938460895
-4.602370459,1.323199734
-2.398036718,1.679922469
-7.00679563,6.764204798
-5.047671022,5.863800361
-1.589851324,3.21969636
-2.454548693,7.651554342
-1.283553015,1.241122564
4.071210518,6.258869415
3.6709092,2.785665808
6.358617517,4.541699362
6.566399308,5.893537059
2.308108232,7.236322768
4.428350771,7.715039976
4.119103405,4.83050871
5.524191071,1.9703711
5.965553816,2.045058039
6.282806774,2.802557779
2.932175539,6.885020792
5.757918738,2.779975253
5.585686028,6.699993782
2.138282146,2.704674781
1.832983771,7.504845362
4.488548364,3.449886362
7.71820771,2.376166753
3.382700087,2.757587006
5.096874257,5.312312733
2.566683576,4.313021942
-5.538383451,-6.864723843
-2.184199605,-2.440008215
-3.903151362,-5.821494706
-4.151934742,-4.300268051
-1.579644353,-6.840458894
-5.999126868,-3.78612641
-2.699598396,-6.159201008
-2.72389634,-3.421446311
-5.336879071,-3.175498478
-4.025248515,-2.76293885
-7.469019973,-4.84620881
-7.622349169,-7.413250354
-4.284417129,-6.397161219
-2.545829389,-1.606638469
-1.46192521,-6.933353867
-7.090656541,-2.219281158
-4.018234374,-4.231602953
-4.714265513,-1.027056984
-7.916685513,-7.452771299
-5.640141489,-4.901252112
1.746569391,-2.028782176
7.733286566,-3.64561408
1.032439569,-5.543333334
6.424373253,-4.407253221
6.721122545,-5.187343764
7.080862938,-7.468233158
1.591050919,-6.320586925
3.798478544,-7.136767456
2.81909282,-6.712645482
6.600479362,-6.32033232
4.019896792,-5.079130516
7.374533161,-7.652418988
2.272929198,-1.680987231
2.846620416,-1.386489672
2.018772863,-4.563951353
1.952479911,-4.575231531
7.085045453,-5.635964131
5.057932112,-1.699623075
4.849021413,-5.415272532
2.014683588,-7.221580713
